shipment_id,order_id,shipping_partner,shipping_cost,dispatch_date,delivery_date
1062,2788,BlueDart,139,2023-02-11,2023-02-16
1063,3369,Delhivery,48,2025-01-23,2025-01-28
1064,3493,Delhivery,185,2023-12-16,2023-12-25
1065,1864,BlueDart,180,2023-09-11,2023-09-15
1066,411,Ekart,126,2023-12-29,2024-01-04
1067,564,DTDC,151,2024-04-09,2024-04-19
1068,2617,DTDC,41,2025-03-07,2025-03-11
1069,747,Ekart,149,2025-06-18,2025-06-23
1070,1165,Delhivery,199,2023-01-23,2023-01-28
1071,2507,DTDC,170,2025-02-17,2025-02-27
1072,2487,Delhivery,163,2023-03-22,2023-03-29
1073,2851,DTDC,185,2024-07-28,2024-08-05
1074,1606,Delhivery,185,2024-08-06,2024-08-11
1075,2647,DTDC,109,2023-05-07,2023-05-13
1076,1593,BlueDart,61,2023-05-01,2023-05-05
1077,2452,Delhivery,76,2024-12-13,2024-12-15
1078,1185,Ekart,68,2023-04-04,2023-04-11
1079,2026,DTDC,95,2025-05-18,2025-05-25
1080,1856,BlueDart,91,2023-08-04,2023-08-11
1081,680,Delhivery,73,2025-06-19,2025-06-28
1082,2068,DTDC,151,2025-03-04,2025-03-12
1083,2055,Ekart,178,2024-03-19,2024-03-29
1084,3414,BlueDart,57,2025-02-02,2025-02-08
1085,365,Delhivery,55,2024-01-30,2024-02-03
1086,2918,Ekart,61,2024-11-18,2024-11-26
1087,1249,DTDC,92,2024-12-18,2024-12-24
1088,3224,Ekart,114,2024-09-20,2024-09-28
1089,3069,Delhivery,127,2023-07-25,2023-07-28
1090,1449,Delhivery,51,2024-03-25,2024-04-03
1091,840,BlueDart,158,2024-11-27,2024-11-29
1092,1354,Delhivery,182,2024-08-10,2024-08-18
1093,2579,DTDC,196,2024-07-12,2024-07-19
1094,1849,Ekart,173,2024-09-14,2024-09-19
1095,1227,BlueDart,88,2023-07-28,2023-08-03
1096,409,Ekart,82,2023-09-26,2023-10-02
1097,3039,Ekart,180,2023-04-14,2023-04-18
1098,1775,BlueDart,41,2023-02-16,2023-02-24
1099,3100,Delhivery,181,2024-10-01,2024-10-11
1100,183,Delhivery,187,2024-11-29,2024-12-05
1101,2952,Ekart,71,2025-01-16,2025-01-19
1102,3270,Ekart,40,2023-11-06,2023-11-09
1103,1468,Ekart,43,2025-03-17,2025-03-19
1104,2725,Ekart,162,2023-03-23,2023-03-28
1105,2578,DTDC,96,2023-10-07,2023-10-11
1106,3210,Delhivery,86,2024-02-29,2024-03-06
1107,704,Ekart,155,2025-04-03,2025-04-11
1108,556,BlueDart,187,2023-11-24,2023-11-30
1109,3031,Ekart,127,2025-06-02,2025-06-06
1110,868,Delhivery,114,2024-09-06,2024-09-14
1111,519,Delhivery,156,2023-09-17,2023-09-19
1112,1160,BlueDart,134,2024-12-25,2024-12-31
1113,2756,Ekart,200,2023-08-31,2023-09-08
1114,761,BlueDart,44,2024-04-08,2024-04-16
1115,2329,Delhivery,82,2023-04-11,2023-04-21
1116,625,DTDC,71,2023-11-11,2023-11-19
1117,1064,Delhivery,194,2023-06-13,2023-06-23
1118,3295,BlueDart,42,2024-05-14,2024-05-16
1119,2491,Delhivery,195,2025-02-19,2025-02-28
1120,1784,Ekart,65,2024-11-21,2024-11-26
1121,3404,Delhivery,59,2025-04-30,2025-05-07
1122,1922,BlueDart,70,2023-12-16,2023-12-21
1123,1802,Ekart,92,2023-02-26,2023-03-02
1124,980,Delhivery,176,2024-05-25,2024-06-03
1125,1595,BlueDart,159,2023-02-22,2023-02-28
1126,3127,DTDC,86,2024-05-05,2024-05-12
1127,3149,DTDC,62,2024-01-12,2024-01-17
1128,2017,Delhivery,122,2023-05-22,2023-05-24
1129,944,Delhivery,41,2023-09-03,2023-09-08
1130,818,Ekart,137,2025-06-08,2025-06-12
1131,2357,Ekart,153,2025-04-07,2025-04-15
1132,3128,BlueDart,100,2023-09-15,2023-09-18
1133,287,Delhivery,192,2023-04-13,2023-04-20
1134,1699,Ekart,178,2024-05-30,2024-06-04
1135,3075,BlueDart,76,2025-03-19,2025-03-25
1136,1689,BlueDart,62,2024-11-02,2024-11-10
1137,1508,Delhivery,191,2023-11-06,2023-11-11
1138,3415,BlueDart,119,2024-09-21,2024-09-23
1139,2833,BlueDart,59,2024-08-05,2024-08-08
1140,1458,Ekart,90,2025-04-20,2025-04-28
1141,3358,DTDC,167,2024-12-27,2025-01-04
1142,361,Ekart,147,2023-08-01,2023-08-09
1143,2892,Delhivery,117,2023-07-20,2023-07-27
1144,1331,BlueDart,94,2023-06-22,2023-06-26
1145,571,Ekart,170,2023-11-29,2023-12-04
1146,2704,DTDC,196,2023-11-25,2023-11-29
1147,2328,DTDC,130,2023-08-05,2023-08-11
1148,1795,BlueDart,96,2024-04-12,2024-04-19
1149,1420,DTDC,40,2023-06-30,2023-07-03
1150,2800,Delhivery,150,2024-02-01,2024-02-07
1151,1182,BlueDart,59,2023-04-01,2023-04-05
1152,1325,BlueDart,118,2023-10-15,2023-10-17
1153,1071,BlueDart,42,2024-04-16,2024-04-26
1154,1854,Delhivery,142,2023-12-09,2023-12-11
1155,807,Delhivery,88,2023-05-26,2023-06-04
1156,2666,Ekart,66,2023-10-03,2023-10-06
1157,68,BlueDart,137,2024-11-22,2024-11-29
1158,2479,BlueDart,145,2024-10-05,2024-10-13
1159,1219,BlueDart,58,2023-06-21,2023-06-30
1160,768,Ekart,120,2025-06-13,2025-06-21
1161,1167,DTDC,147,2023-07-27,2023-08-04
1162,2088,DTDC,162,2024-10-25,2024-11-03
1163,2700,DTDC,87,2023-11-10,2023-11-18
1164,1583,DTDC,89,2024-09-02,2024-09-12
1165,20,BlueDart,92,2025-03-17,2025-03-20
1166,904,BlueDart,64,2023-05-16,2023-05-25
1167,3400,BlueDart,146,2024-04-08,2024-04-10
1168,2730,Delhivery,194,2025-05-31,2025-06-09
1169,2322,Ekart,194,2024-01-30,2024-02-02
1170,1160,Ekart,70,2024-09-30,2024-10-03
1171,1263,Ekart,148,2025-01-22,2025-01-31
1172,505,BlueDart,179,2024-03-01,2024-03-03
1173,1160,BlueDart,141,2024-08-20,2024-08-27
1174,120,BlueDart,80,2025-04-18,2025-04-26
1175,2056,DTDC,58,2024-04-14,2024-04-21
1176,1257,Delhivery,184,2025-03-08,2025-03-11
1177,1558,Ekart,197,2024-01-27,2024-01-30
1178,696,BlueDart,126,2024-09-27,2024-10-02
1179,1851,Ekart,51,2024-06-24,2024-06-26
1180,1735,BlueDart,54,2024-08-05,2024-08-07
1181,3334,Ekart,163,2024-12-21,2024-12-26
1182,3018,Delhivery,87,2025-05-07,2025-05-10
1183,202,BlueDart,46,2023-05-21,2023-05-30
1184,3406,BlueDart,175,2025-05-13,2025-05-17
1185,2562,Ekart,64,2025-04-14,2025-04-21
1186,2844,BlueDart,49,2024-12-04,2024-12-08
1187,1904,BlueDart,51,2023-06-06,2023-06-10
1188,3234,Ekart,181,2023-07-29,2023-08-03
1189,615,Ekart,57,2023-08-16,2023-08-21
1190,433,BlueDart,200,2024-12-16,2024-12-19
1191,3132,DTDC,102,2024-09-26,2024-10-05
1192,2217,BlueDart,152,2025-04-23,2025-05-02
1193,2259,DTDC,176,2024-04-24,2024-05-02
1194,3366,DTDC,41,2023-06-10,2023-06-15
1195,2601,BlueDart,73,2024-07-18,2024-07-24
1196,2430,DTDC,124,2025-02-27,2025-03-07
1197,427,Ekart,170,2023-11-08,2023-11-14
1198,1544,Ekart,90,2023-12-13,2023-12-22
1199,97,Delhivery,137,2024-02-17,2024-02-21
1200,2163,Ekart,184,2023-03-08,2023-03-14
1201,2517,DTDC,76,2024-10-03,2024-10-06
1202,207,Delhivery,56,2023-06-27,2023-07-07
1203,854,Ekart,100,2023-01-11,2023-01-13
1204,2650,Ekart,61,2023-08-12,2023-08-15
1205,2373,Delhivery,59,2024-12-23,2025-01-02
1206,2871,DTDC,103,2024-10-10,2024-10-19
1207,799,Delhivery,156,2023-01-22,2023-01-29
1208,3085,Delhivery,112,2023-10-14,2023-10-21
1209,1159,DTDC,64,2023-09-02,2023-09-06
1210,3383,Delhivery,76,2025-05-10,2025-05-14
1211,2893,Ekart,68,2024-06-16,2024-06-22
1212,3262,Delhivery,136,2025-03-13,2025-03-21
1213,2425,BlueDart,109,2023-08-07,2023-08-15
1214,3404,Ekart,69,2023-03-01,2023-03-11
1215,2682,BlueDart,73,2024-10-29,2024-11-06
1216,986,BlueDart,165,2024-06-02,2024-06-05
1217,58,DTDC,115,2025-01-23,2025-01-30
1218,314,DTDC,145,2023-02-08,2023-02-13
1219,651,Ekart,193,2023-06-29,2023-07-07
1220,1097,BlueDart,132,2023-05-06,2023-05-13
1221,3261,Ekart,61,2024-06-30,2024-07-05
1222,3287,Ekart,166,2024-03-17,2024-03-22
1223,2118,DTDC,112,2023-03-17,2023-03-20
1224,3226,DTDC,145,2025-03-05,2025-03-11
1225,3370,DTDC,67,2024-05-27,2024-06-02
1226,3372,Delhivery,65,2023-07-14,2023-07-18
1227,3179,Delhivery,126,2023-03-02,2023-03-06
1228,2136,Delhivery,65,2025-03-01,2025-03-08
1229,2257,Delhivery,70,2024-01-12,2024-01-22
1230,3386,Ekart,138,2023-02-24,2023-02-27
1231,187,Ekart,103,2023-05-15,2023-05-20
1232,1384,BlueDart,170,2024-10-11,2024-10-19
1233,2426,Ekart,52,2023-01-16,2023-01-19
1234,2204,BlueDart,126,2023-04-27,2023-05-01
1235,1757,DTDC,166,2023-08-22,2023-08-25
1236,3347,Delhivery,76,2024-01-27,2024-02-04
1237,1856,BlueDart,158,2023-04-08,2023-04-16
1238,2166,Ekart,159,2024-10-10,2024-10-20
1239,2100,Delhivery,179,2025-02-28,2025-03-09
1240,315,BlueDart,118,2025-05-24,2025-05-29
1241,2043,Delhivery,129,2024-11-16,2024-11-25
1242,364,DTDC,99,2023-01-13,2023-01-19
1243,7,Delhivery,87,2024-10-04,2024-10-14
1244,2119,BlueDart,69,2023-06-18,2023-06-21
1245,2885,BlueDart,119,2023-03-22,2023-03-28
1246,2577,Ekart,99,2025-05-26,2025-05-29
1247,86,Ekart,137,2023-10-08,2023-10-14
1248,2323,Ekart,77,2024-04-20,2024-04-30
1249,3263,BlueDart,116,2023-12-02,2023-12-10
1250,2375,Delhivery,63,2025-05-06,2025-05-08
1251,2420,BlueDart,103,2024-04-07,2024-04-15
1252,1134,Delhivery,106,2024-01-04,2024-01-06
1253,426,Delhivery,62,2024-09-25,2024-10-02
1254,812,BlueDart,46,2024-10-06,2024-10-08
1255,1816,DTDC,58,2025-03-05,2025-03-13
1256,1953,Delhivery,139,2023-01-05,2023-01-13
1257,2807,Ekart,145,2025-01-10,2025-01-18
1258,1274,BlueDart,47,2025-03-26,2025-04-05
1259,2455,BlueDart,175,2024-06-18,2024-06-27
1260,1268,Delhivery,171,2025-02-25,2025-03-07
1261,433,DTDC,194,2024-07-01,2024-07-09
1262,573,Ekart,105,2023-08-20,2023-08-26
1263,229,DTDC,76,2023-12-01,2023-12-08
1264,3485,DTDC,83,2023-11-13,2023-11-22
1265,340,DTDC,90,2025-03-20,2025-03-25
1266,2663,Delhivery,189,2024-02-18,2024-02-22
1267,305,Ekart,189,2024-02-22,2024-02-24
1268,2774,DTDC,80,2023-10-29,2023-11-01
1269,794,Delhivery,152,2023-03-11,2023-03-13
1270,229,DTDC,174,2024-12-16,2024-12-24
1271,1540,BlueDart,65,2023-09-06,2023-09-15
1272,2858,BlueDart,128,2024-07-12,2024-07-19
1273,2104,Ekart,163,2023-09-14,2023-09-16
1274,162,DTDC,62,2025-03-08,2025-03-15
1275,3388,DTDC,121,2025-04-03,2025-04-07
1276,1591,Ekart,65,2023-12-21,2023-12-29
1277,2788,DTDC,139,2024-03-14,2024-03-21
1278,1719,Ekart,157,2024-04-13,2024-04-16
1279,3167,Delhivery,70,2025-03-22,2025-03-25
1280,575,Delhivery,66,2023-02-09,2023-02-18
1281,2140,Ekart,200,2024-12-06,2024-12-08
1282,2157,Ekart,185,2025-02-25,2025-03-02
1283,1732,DTDC,86,2024-05-17,2024-05-21
1284,1481,BlueDart,128,2025-01-08,2025-01-15
1285,1886,Ekart,47,2024-03-07,2024-03-10
1286,2914,BlueDart,128,2024-12-30,2025-01-04
1287,3379,Ekart,177,2024-09-13,2024-09-23
1288,194,DTDC,56,2025-05-10,2025-05-20
1289,2065,BlueDart,42,2024-03-17,2024-03-27
1290,3356,Ekart,77,2023-09-16,2023-09-21
1291,660,Ekart,95,2024-08-29,2024-09-07
1292,536,Delhivery,56,2025-04-26,2025-04-29
1293,2917,BlueDart,42,2023-09-04,2023-09-09
1294,2315,Delhivery,52,2023-01-15,2023-01-21
1295,1013,Ekart,181,2024-05-16,2024-05-24
1296,1267,Delhivery,117,2025-05-03,2025-05-05
1297,174,DTDC,125,2025-06-15,2025-06-22
1298,3014,Ekart,155,2023-01-01,2023-01-05
1299,2246,Delhivery,196,2024-05-15,2024-05-17
1300,1331,BlueDart,158,2024-09-17,2024-09-19
1301,3013,Ekart,140,2024-09-08,2024-09-10
1302,791,Delhivery,172,2024-02-09,2024-02-12
1303,3134,DTDC,108,2023-07-17,2023-07-27
1304,2174,BlueDart,137,2025-02-11,2025-02-21
1305,546,Delhivery,145,2024-02-23,2024-03-02
1306,2870,DTDC,161,2023-07-18,2023-07-26
1307,273,Ekart,87,2024-04-11,2024-04-20
1308,2449,BlueDart,138,2024-02-25,2024-03-02
1309,2551,Ekart,178,2023-04-12,2023-04-19
1310,2591,Delhivery,107,2024-09-20,2024-09-29
1311,395,Ekart,123,2024-12-07,2024-12-11
1312,3410,DTDC,49,2023-06-17,2023-06-26
1313,1482,DTDC,126,2023-02-09,2023-02-19
1314,1385,DTDC,81,2023-02-11,2023-02-18
1315,1088,Delhivery,179,2023-10-30,2023-11-09
1316,3043,DTDC,153,2025-03-28,2025-04-07
1317,2116,Delhivery,65,2024-08-28,2024-09-04
1318,925,BlueDart,174,2024-08-10,2024-08-13
1319,1890,Ekart,60,2023-03-05,2023-03-14
1320,1224,Delhivery,65,2025-06-15,2025-06-19
1321,987,Ekart,94,2023-10-11,2023-10-21
1322,2262,Delhivery,119,2025-02-04,2025-02-08
1323,69,BlueDart,119,2023-10-27,2023-11-04
1324,1945,BlueDart,131,2024-06-29,2024-07-07
1325,3444,BlueDart,145,2024-03-26,2024-03-30
1326,2717,BlueDart,99,2023-06-16,2023-06-25
1327,195,BlueDart,118,2024-05-28,2024-05-30
1328,1305,Ekart,141,2025-03-06,2025-03-12
1329,2685,BlueDart,85,2024-05-27,2024-06-02
1330,3421,Ekart,115,2023-03-06,2023-03-08
1331,2463,DTDC,66,2024-02-01,2024-02-11
1332,1996,Delhivery,160,2024-04-16,2024-04-21
1333,2320,Ekart,141,2023-01-04,2023-01-07
1334,1827,DTDC,44,2024-03-05,2024-03-08
1335,2445,Delhivery,63,2024-08-11,2024-08-18
1336,3082,Ekart,143,2023-02-10,2023-02-15
1337,2987,DTDC,141,2023-06-16,2023-06-23
1338,545,Delhivery,76,2023-03-12,2023-03-14
1339,2158,DTDC,191,2023-01-27,2023-02-03
1340,2880,Delhivery,46,2023-12-18,2023-12-25
1341,3294,Ekart,110,2023-02-26,2023-03-04
1342,302,DTDC,100,2023-12-19,2023-12-27
1343,170,BlueDart,167,2024-01-19,2024-01-28
1344,1528,BlueDart,45,2024-03-20,2024-03-24
1345,671,Ekart,178,2023-04-27,2023-05-06
1346,2328,BlueDart,184,2023-07-03,2023-07-13
1347,2870,BlueDart,157,2023-01-23,2023-01-30
1348,120,DTDC,140,2023-05-01,2023-05-06
1349,2878,DTDC,87,2025-01-28,2025-01-30
1350,20,BlueDart,111,2024-11-18,2024-11-23
1351,2128,BlueDart,98,2024-09-14,2024-09-19
1352,2655,Ekart,147,2024-04-21,2024-04-30
1353,2014,DTDC,139,2024-05-02,2024-05-08
1354,2234,BlueDart,110,2023-11-29,2023-12-04
1355,479,Ekart,79,2025-02-19,2025-02-25
1356,1715,Delhivery,164,2024-10-27,2024-11-06
1357,1808,Ekart,151,2024-01-03,2024-01-12
1358,3249,Ekart,152,2023-12-19,2023-12-29
1359,2250,Ekart,133,2024-01-16,2024-01-24
1360,360,Ekart,75,2025-03-05,2025-03-09
1361,1837,Ekart,138,2024-08-04,2024-08-09
1362,2205,Ekart,63,2024-11-28,2024-12-02
1363,1633,BlueDart,173,2023-12-21,2023-12-25
1364,2010,Delhivery,62,2023-08-01,2023-08-08
1365,2256,DTDC,101,2024-04-23,2024-05-02
1366,1064,Ekart,112,2024-10-04,2024-10-07
1367,2293,DTDC,116,2024-05-04,2024-05-13
1368,1823,DTDC,59,2024-02-22,2024-02-27
1369,75,DTDC,85,2023-07-17,2023-07-20
1370,2037,Delhivery,144,2024-05-13,2024-05-21
1371,2734,DTDC,152,2024-07-06,2024-07-16
1372,2735,BlueDart,42,2025-01-01,2025-01-07
1373,1354,Ekart,160,2024-12-03,2024-12-05
1374,2192,BlueDart,76,2023-10-31,2023-11-08
1375,3371,BlueDart,107,2023-03-13,2023-03-21
1376,3161,Delhivery,176,2024-02-21,2024-02-28
1377,2955,Delhivery,128,2024-02-19,2024-02-26
1378,954,Delhivery,115,2023-03-29,2023-04-02
1379,294,BlueDart,200,2024-11-23,2024-11-28
1380,2523,Delhivery,176,2024-05-28,2024-06-06
1381,3067,DTDC,120,2025-04-30,2025-05-08
1382,3227,DTDC,144,2023-04-21,2023-04-27
1383,3309,DTDC,43,2023-02-24,2023-02-27
1384,3277,BlueDart,197,2025-02-23,2025-03-02
1385,1699,Delhivery,125,2024-04-19,2024-04-21
1386,1514,BlueDart,139,2024-12-09,2024-12-13
1387,1263,Ekart,138,2023-03-21,2023-03-25
1388,1533,Ekart,164,2023-12-09,2023-12-13
1389,2299,Ekart,69,2024-04-08,2024-04-13
1390,1554,BlueDart,41,2024-07-10,2024-07-15
1391,3344,DTDC,71,2023-07-04,2023-07-08
1392,339,Delhivery,55,2023-08-08,2023-08-11
1393,587,Delhivery,48,2023-03-26,2023-04-01
1394,2949,Ekart,153,2025-02-22,2025-03-04
1395,2809,Ekart,154,2023-11-19,2023-11-26
1396,2804,Ekart,95,2024-05-12,2024-05-17
1397,614,BlueDart,195,2024-07-27,2024-07-31
1398,280,Delhivery,180,2023-07-12,2023-07-16
1399,3245,DTDC,139,2025-04-23,2025-04-28
1400,2377,BlueDart,131,2025-04-11,2025-04-17
1401,2407,Ekart,139,2024-06-09,2024-06-11
1402,2460,BlueDart,75,2024-06-12,2024-06-21
1403,2366,Ekart,170,2025-03-11,2025-03-20
1404,1118,DTDC,76,2025-02-14,2025-02-21
1405,1943,DTDC,53,2023-04-20,2023-04-25
1406,2561,Ekart,140,2023-05-28,2023-06-03
1407,3479,Ekart,129,2024-09-16,2024-09-26
1408,2310,Delhivery,137,2024-07-08,2024-07-10
1409,1636,Ekart,159,2025-04-12,2025-04-14
1410,2149,DTDC,77,2023-07-23,2023-07-25
1411,3460,DTDC,124,2024-03-11,2024-03-17
1412,2057,DTDC,85,2024-06-28,2024-07-08
1413,1097,DTDC,102,2023-10-02,2023-10-08
1414,337,Ekart,75,2023-05-26,2023-06-05
1415,2816,DTDC,118,2023-02-13,2023-02-17
1416,2400,Delhivery,60,2023-09-09,2023-09-11
1417,587,BlueDart,58,2023-05-22,2023-05-24
1418,1398,BlueDart,169,2024-11-02,2024-11-05
1419,1450,DTDC,170,2023-03-22,2023-03-27
1420,1143,Ekart,67,2023-02-02,2023-02-09
1421,2929,BlueDart,98,2024-02-02,2024-02-09
1422,2002,DTDC,167,2023-01-09,2023-01-11
1423,1951,Delhivery,51,2024-01-16,2024-01-19
1424,843,DTDC,46,2023-06-30,2023-07-04
1425,1949,DTDC,170,2023-09-05,2023-09-11
1426,3060,BlueDart,149,2023-10-21,2023-10-26
1427,1916,Ekart,148,2023-09-20,2023-09-30
1428,1115,Delhivery,55,2024-10-13,2024-10-18
1429,3347,BlueDart,95,2025-04-04,2025-04-09
1430,951,Ekart,102,2024-07-11,2024-07-18
1431,1830,DTDC,100,2025-01-02,2025-01-10
1432,226,Ekart,177,2025-02-03,2025-02-10
1433,713,Ekart,127,2023-03-21,2023-03-29
1434,2468,BlueDart,75,2024-09-19,2024-09-27
1435,1112,BlueDart,60,2023-07-30,2023-08-02
1436,612,BlueDart,197,2023-12-31,2024-01-07
1437,690,Delhivery,162,2024-12-06,2024-12-11
1438,2226,Delhivery,72,2023-05-03,2023-05-09
1439,3177,DTDC,45,2025-02-25,2025-03-04
1440,2716,Delhivery,157,2024-02-27,2024-03-07
1441,2041,Ekart,104,2025-05-01,2025-05-05
1442,2920,Ekart,160,2025-04-17,2025-04-24
1443,1335,Delhivery,66,2024-10-31,2024-11-09
1444,945,Ekart,146,2025-05-09,2025-05-12
1445,3279,BlueDart,69,2024-06-23,2024-07-02
1446,2760,Ekart,80,2023-02-12,2023-02-16
1447,1586,Ekart,193,2025-04-03,2025-04-09
1448,2971,BlueDart,186,2025-04-01,2025-04-09
1449,1146,Ekart,135,2024-03-13,2024-03-23
1450,2104,Delhivery,186,2023-08-07,2023-08-10
1451,60,Ekart,168,2023-07-16,2023-07-23
1452,2917,DTDC,88,2024-05-02,2024-05-06
1453,2791,Ekart,48,2023-07-11,2023-07-20
1454,3435,Delhivery,195,2023-07-11,2023-07-20
1455,634,BlueDart,68,2024-02-03,2024-02-09
1456,3056,BlueDart,180,2023-01-07,2023-01-11
1457,3200,Delhivery,165,2024-03-25,2024-03-29
1458,1022,Ekart,185,2024-03-21,2024-03-29
1459,2022,Ekart,188,2023-02-12,2023-02-20
1460,2910,Delhivery,184,2024-09-27,2024-09-29
1461,3366,BlueDart,101,2024-02-19,2024-02-25
1462,1416,BlueDart,188,2024-02-28,2024-03-03
1463,1366,BlueDart,58,2025-03-18,2025-03-20
1464,317,DTDC,41,2025-06-01,2025-06-04
1465,2812,Delhivery,177,2023-02-15,2023-02-17
1466,574,Delhivery,131,2023-07-03,2023-07-07
1467,966,Delhivery,178,2023-05-15,2023-05-19
1468,2403,DTDC,52,2023-08-29,2023-09-05
1469,2168,Delhivery,114,2024-08-07,2024-08-17
1470,1740,DTDC,69,2024-01-28,2024-01-31
1471,3424,Delhivery,113,2025-05-19,2025-05-21
1472,1926,BlueDart,107,2025-06-03,2025-06-13
1473,3314,Delhivery,71,2024-04-21,2024-04-28
1474,1996,DTDC,147,2023-07-16,2023-07-18
1475,1328,Ekart,158,2023-03-01,2023-03-09
1476,2937,BlueDart,159,2024-03-15,2024-03-17
1477,807,Delhivery,101,2023-05-05,2023-05-13
1478,3397,BlueDart,118,2023-12-23,2023-12-25
1479,1394,BlueDart,72,2023-01-16,2023-01-24
1480,3040,Ekart,79,2024-04-19,2024-04-21
1481,3459,DTDC,195,2023-10-09,2023-10-12
1482,3333,DTDC,116,2023-09-21,2023-09-28
1483,1563,DTDC,159,2024-07-03,2024-07-11
1484,1625,DTDC,197,2025-03-02,2025-03-08
1485,492,Ekart,42,2023-10-12,2023-10-16
1486,72,Delhivery,94,2023-01-06,2023-01-08
1487,3114,BlueDart,154,2024-03-30,2024-04-05
1488,2092,Delhivery,44,2023-10-05,2023-10-14
1489,3105,BlueDart,88,2024-05-01,2024-05-06
1490,740,BlueDart,97,2023-05-31,2023-06-07
1491,1970,BlueDart,93,2024-03-13,2024-03-17
1492,2952,Ekart,51,2023-08-29,2023-09-04
1493,474,Delhivery,160,2023-12-17,2023-12-23
1494,2023,DTDC,177,2024-02-19,2024-02-26
1495,1727,Delhivery,50,2025-04-14,2025-04-22
1496,2861,Delhivery,44,2024-10-29,2024-10-31
1497,1440,Delhivery,175,2024-09-04,2024-09-07
1498,1562,DTDC,195,2023-06-16,2023-06-22
1499,3081,BlueDart,117,2023-09-02,2023-09-07
1500,2082,Ekart,54,2024-11-11,2024-11-14
1501,526,BlueDart,62,2024-02-09,2024-02-17
1502,1311,Ekart,174,2024-12-17,2024-12-24
1503,196,DTDC,134,2024-10-26,2024-10-28
1504,2041,DTDC,124,2025-03-01,2025-03-08
1505,404,Delhivery,170,2024-12-07,2024-12-12
1506,3123,BlueDart,89,2023-08-17,2023-08-27
1507,2012,Ekart,110,2023-02-25,2023-03-07
1508,1050,Ekart,44,2024-02-02,2024-02-12
1509,432,Delhivery,102,2024-11-14,2024-11-19
1510,2075,Delhivery,180,2024-01-11,2024-01-17
1511,1265,BlueDart,143,2023-07-01,2023-07-06
1512,3031,DTDC,51,2023-10-14,2023-10-21
1513,270,BlueDart,98,2024-04-26,2024-05-05
1514,3445,Delhivery,57,2025-06-10,2025-06-19
1515,194,BlueDart,142,2024-03-08,2024-03-15
1516,182,DTDC,61,2023-12-21,2023-12-27
1517,754,Delhivery,200,2024-04-29,2024-05-04
1518,156,DTDC,82,2024-06-30,2024-07-04
1519,2652,DTDC,120,2024-10-25,2024-11-03
1520,1714,DTDC,45,2025-05-19,2025-05-21
1521,1232,DTDC,197,2023-04-29,2023-05-09
1522,3362,Ekart,138,2024-02-02,2024-02-04
1523,1651,Delhivery,182,2025-06-03,2025-06-06
1524,766,Delhivery,44,2024-07-17,2024-07-21
1525,1970,DTDC,117,2023-11-17,2023-11-27
1526,899,BlueDart,45,2024-01-05,2024-01-15
1527,2397,BlueDart,90,2024-05-19,2024-05-26
1528,2831,Delhivery,107,2024-01-22,2024-01-27
1529,2369,DTDC,188,2025-06-04,2025-06-08
1530,387,Delhivery,161,2024-06-12,2024-06-20
1531,1310,DTDC,95,2024-10-24,2024-11-01
1532,1026,DTDC,111,2023-11-21,2023-11-27
1533,2735,BlueDart,47,2024-12-01,2024-12-05
1534,1705,Ekart,127,2025-04-08,2025-04-12
1535,2166,Delhivery,42,2025-03-03,2025-03-08
1536,812,Delhivery,181,2025-03-29,2025-04-05
1537,3183,DTDC,200,2024-04-16,2024-04-23
1538,1007,Delhivery,50,2023-09-18,2023-09-24
1539,2077,BlueDart,114,2024-06-14,2024-06-21
1540,2284,Delhivery,195,2024-07-13,2024-07-18
1541,3416,DTDC,81,2025-02-11,2025-02-15
1542,1855,BlueDart,113,2025-05-15,2025-05-24
1543,193,BlueDart,168,2024-05-23,2024-05-28
1544,324,DTDC,161,2024-07-24,2024-07-27
1545,353,Delhivery,70,2024-05-17,2024-05-26
1546,28,Delhivery,84,2023-08-20,2023-08-26
1547,219,DTDC,56,2024-05-18,2024-05-23
1548,2041,DTDC,106,2023-11-15,2023-11-22
1549,433,Ekart,175,2024-04-30,2024-05-03
1550,24,Delhivery,43,2023-01-19,2023-01-21
1551,3384,BlueDart,55,2023-04-03,2023-04-08
1552,3415,Delhivery,110,2025-05-08,2025-05-12
1553,3378,Ekart,42,2024-07-14,2024-07-16
1554,327,BlueDart,67,2023-04-06,2023-04-11
1555,1456,Delhivery,188,2024-11-07,2024-11-17
1556,615,BlueDart,108,2024-04-22,2024-05-01
1557,1183,DTDC,113,2023-09-13,2023-09-22
1558,1321,Ekart,149,2024-01-22,2024-01-25
1559,2298,Ekart,179,2024-08-10,2024-08-13
1560,3049,BlueDart,141,2025-04-28,2025-05-03
1561,1345,Ekart,164,2024-09-27,2024-10-06
1562,183,Ekart,171,2024-10-06,2024-10-09
1563,1890,BlueDart,195,2025-01-29,2025-02-01
1564,3088,BlueDart,97,2023-01-16,2023-01-26
1565,2139,Ekart,148,2023-05-15,2023-05-23
1566,497,DTDC,179,2024-08-03,2024-08-12
1567,289,DTDC,145,2023-05-19,2023-05-27
1568,2800,DTDC,186,2024-09-23,2024-09-26
1569,3457,DTDC,155,2024-08-03,2024-08-07
1570,2761,DTDC,136,2023-01-28,2023-02-07
1571,1455,DTDC,135,2024-04-11,2024-04-17
1572,3441,DTDC,121,2024-09-03,2024-09-12
1573,2460,DTDC,163,2024-04-20,2024-04-29
